universityName,faculty,facultyFoundingYear,Üniversite Türü,Birim İli,Birim Durum
KOÇ ÜNİVERSİTESİ,GÖÇ ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,15.04.2009,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,HEMŞİRELİK FAKÜLTESİ,08.04.2016,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,HESAPLAMALI SOSYAL BİLİMLER UYGULAMA VE ARAŞTIRMA MERKEZİ,28.09.2022,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,HİDROJEN TEKNOLOJİLERİ ARAŞTIRMA VE UYGULAMA MERKEZİ,10.01.2024,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,23.05.2003,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,07.03.1992,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,İLAÇ ARAŞTIRMA UYGULAMA VE ARAŞTIRMA MERKEZİ,26.02.2014,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,İNSANİ BİLİMLER VE EDEBİYAT FAKÜLTESİ,15.04.2009,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,İŞ BANKASI YAPAY ZEKA UYGULAMA VE ARAŞTIRMA MERKEZİ,29.01.2020,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,İŞLETME ENSTİTÜSÜ,07.03.1992,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,KOÇ İŞ BANKASI ENFEKSİYON HASTALIKLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,23.10.2020,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,KULUÇKA VE GİRİŞİMCİLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,19.11.2014,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,KÜRESEL KAMU HUKUKU ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,10.09.2014,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,"KÜRESELLEŞME, BARIŞ VE DEMOKRATİK YÖNETİŞİM UYGULAMA VE ARAŞTIRMA MERKEZİ",15.04.2009,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,MUSTAFA V. KOÇ DENİZ ARKEOLOJİSİ UYGULAMA VE ARAŞTIRMA MEREKEZİ,19.12.2018,VAKIF,İZMİR,AKTİF
KOÇ ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,23.09.1998,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ ENSTİTÜSÜ,30.12.2010,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SAĞLIK EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,10.09.2014,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SAHA ARAŞTIRMA UYGULAMA VE ARAŞTIRMA MERKEZİ,02.10.2013,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,"SEMAHAT ARSEL HEMŞİRELİK EĞİTİM, UYGULAMA VE ARAŞTIRMA MERKEZİ",09.10.2019,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SİVİL TOPLUM VE HAYIRSEVERLİK ARAŞTIRMALARI MERKEZİ,12.06.2019,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SOSYAL BİLİMLER ENSTİTÜSÜ,22.11.1999,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SOSYAL POLİTİKA UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,SUNA - İNAN KIRAÇ AKDENİZ MEDENİYETLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,09.12.2015,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,TIP FAKÜLTESİ,13.03.2009,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,TOPLUMSAL CİNSİYET VE KADIN ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,15.04.2009,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,TRANSLASYONEL TIP UYGULAMA VE ARAŞTIRMA MERKEZİ,15.03.2017,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,TÜPRAŞ ENERJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,10.09.2014,VAKIF,İSTANBUL,AKTİF
KOÇ ÜNİVERSİTESİ,VEHBİ KOÇ ANKARA ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,02.04.2014,VAKIF,ANKARA,AKTİF
KOÇ ÜNİVERSİTESİ,YÜZEY TEKNOLOJİLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,11.05.2011,VAKIF,İSTANBUL,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,GÖÇ VE KALKINMA ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,23.01.2019,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,HAYVANCILIK UYGULAMA VE ARAŞTIRMA MERKEZİ,06.06.2018,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,İLERİ TARIM ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,05.09.2018,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ,18.06.2013,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,KOOPERATİFÇİLİK VE TARIMSAL İŞBİRLİĞİ UYGULAMA VE ARAŞTIRMA MERKEZİ,04.03.2020,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,04.08.2023,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,18.06.2013,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,MÜHENDİSLİK VE MİMARLIK FAKÜLTESİ,08.07.2015,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,PSİKOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,05.08.2020,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,SOSYAL VE BEŞERİ BİLİMLER FAKÜLTESİ,18.06.2013,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,17.05.2016,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,TARIM VE DOĞA BİLİMLERİ FAKÜLTESİ,08.07.2015,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,TÜRKÇE VE YABANCI DİLLER ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,03.04.2024,VAKIF,KONYA,AKTİF
KONYA GIDA VE TARIM ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,05.08.2020,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,AKILLI SİSTEMLER VE TEKNOLOJİLER UYGULAMA VE ARAŞTIRMA MERKEZİ,04.09.2019,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,ALTERNATİF UYUŞMAZLIK ÇÖZÜMÜ UYGULAMA VE ARAŞTIRMA MERKEZİ,18.05.2021,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,ÇOCUK EĞİTİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,27.09.2016,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,DİŞ HEKİMLİĞİ FAKÜLTESİ,26.08.2014,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,GÜZEL SANATLAR VE TASARIM FAKÜLTESİ,23.06.2012,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,07.07.2009,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",10.12.2022,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,KARATAY MESLEK YÜKSEKOKULU,29.02.2024,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,LİDERLİK VE GİRİŞİMCİLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,07.11.2012,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,07.07.2009,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,07.07.2009,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,04.08.2023,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,12.11.2015,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,22.02.2023,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,SELÇUKLU KÜLTÜRÜ VE TARİHİ ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,17.10.2012,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,SOSYAL VE BEŞERİ BİLİMLER FAKÜLTESİ,23.03.2015,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,16.06.2010,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,TIP FAKÜLTESİ,26.08.2014,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,TİCARET VE SANAYİ MESLEK YÜKSEKOKULU,20.04.2016,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,19.06.2012,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,UYGULAMALI BİLİMLER YÜKSEKOKULU,15.04.2009,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,23.08.2017,VAKIF,KONYA,AKTİF
KTO KARATAY ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,16.02.2018,VAKIF,KONYA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,AĞIZ VE DİŞ SAĞLIĞI UYGULAMA VE ARAŞTIRMA MERKEZİ,04.07.2019,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,DİL ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,03.03.2021,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,DİŞ HEKİMLİĞİ FAKÜLTESİ,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,"DUDAK, DAMAK YARIKLARI VE İLİŞKİLİ ANOMALİLER TEDAVİ UYGULAMA VE ARAŞTIRMA MERKEZİ",10.11.2021,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,ECZACILIK FAKÜLTESİ,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,GELENEKSEL VE TAMAMLAYICI TIP UYGULAMA VE ARAŞTIRMA MERKEZİ,19.12.2018,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,HELAL ÜRÜN UYGULAMA VE ARAŞTIRMA MERKEZİ,03.03.2021,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,İYİ KLİNİK UYGULAMA VE ARAŞTIRMA MERKEZİ,10.11.2021,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,KAS VE SİNİR HASTALIKLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,26.08.2020,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,"NADİR, TANISIZ HASTALIKLAR VE YETİM İLAÇLAR UYGULAMA VE ARAŞTIRMA MERKEZİ",28.04.2021,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ ENSTİTÜSÜ,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SAĞLIK EKONOMİSİ VE SAĞLIK TEKNOLOJİLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,24.06.2020,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,06.03.2019,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SAĞLIKTA İNOVASYON VE SİMÜLASYONLA EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,24.06.2020,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SPOR BİLİMLERİ FAKÜLTESİ,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,19.12.2018,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,TIP FAKÜLTESİ,20.12.2017,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,TIP TARİHİ UYGULAMA VE ARAŞTIRMA MERKEZİ,19.12.2018,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,TRANSLASYONEL TIP UYGULAMA VE ARAŞTIRMA MERKEZİ,03.04.2019,VAKIF,ANKARA,AKTİF
LOKMAN HEKİM ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,22.04.2020,VAKIF,ANKARA,AKTİF
MALTEPE ÜNİVERSİTESİ,ATATÜRK İLKELERİ VE İNKILAP TARİHİ ARAŞTIRMA VE UYGULAMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,ÇEVRE VE ENERJİ TEKNOLOJİLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,13.12.2012,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,DENEY HAYVANLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,25.07.2018,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,15.07.1997,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,GİRİŞİMCİLİK VE İŞ GELİŞTİRME UYGULAMA VE ARAŞTIRMA MERKEZİ,14.09.2011,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,GÜZEL SANATLAR FAKÜLTESİ,05.09.2003,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,HEMŞİRELİK YÜKSEKOKULU,15.07.1997,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,15.07.1997,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,İLETİŞİM FAKÜLTESİ,15.07.1997,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,İNSAN HAKLARI ARAŞTIRMA VE UYGULAMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ ARAŞTIRMA VE UYGULAMA MERKEZİ (MÜTAM),,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ,08.04.2016,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ,03.08.2016,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,KADIN ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,10.07.2019,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,KANSER VE KÖK HÜCREUYGULAMA VE ARAŞTIRMA MERKEZİ,12.02.2014,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,KONSERVATUVAR,07.12.2017,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,25.12.2019,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,03.09.1999,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,MEZUNLARLA İLETİŞİM VE KARİYER UYGULAMA VE ARAŞTIRMA MERKEZİ,02.01.2019,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,MİMARLIK VE TASARIM FAKÜLTESİ,05.09.2003,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,05.09.2003,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,ÖĞRENME VE ÖĞRETME UYGULAMA VE ARAŞTIRMA MERKEZİ,25.11.2020,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ YÜKSEKOKULU,10.09.2012,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,SAĞLIK HUKUKU UYGULAMA VE ARAŞTIRMA MERKEZİ,03.11.2011,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,20.03.2024,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,SOKAKTA YAŞAYAN VE ÇALIŞAN ÇOCUKLAR İÇİN UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,03.05.2016,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,TEKNOLOJİ VE FİKRİ MÜLKİYET HUKUKU UYGULAMA VE ARAŞTIRMA MERKEZİ,12.08.2020,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,TEKNOLOJİ VE İNSAN İLİŞKİLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,15.09.2021,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,TIP FAKÜLTESİ,15.07.1997,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,06.01.2010,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,21.03.2018,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,15.07.1997,VAKIF,İSTANBUL,AKTİF
MALTEPE ÜNİVERSİTESİ,YÜKSEKÖĞRETİM ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,31.05.2017,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,AFET YÖNETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,15.06.2016,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,AKILLI İSTANBUL 5.0 UYGULAMA VE ARAŞTIRMA MERKEZİ,02.05.2017,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,27.04.2012,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,ENERJİ VE ÇEVRE UYGULAMA VE ARAŞTIRMA MERKEZİ,04.07.2018,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,27.04.2012,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",26.08.2014,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,28.06.2024,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,27.04.2012,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,26.08.2014,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,ÖĞRENME VE ÖĞRETME UYGULAMA VE ARAŞTIRMA MERKEZİ,23.03.2016,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,"SANAT, TASARIM VE MİMARLIK FAKÜLTESİ",26.08.2014,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,TARIM VE YAŞAM BİLİMLERİ FAKÜLTESİ,26.08.2014,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,ULUSLARARASI GÜVENLİK ÇALIŞMALARI VE STRATEJİK ARAŞTIRMALAR UYGULAMA VE ARAŞTIRMA MERKEZİ,02.06.2015,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,26.08.2014,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,YAŞAM BOYU EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,25.11.2014,VAKIF,İSTANBUL,AKTİF
MEF ÜNİVERSİTESİ,YAŞAMDA BİLİNÇLİ FARKINDALIK UYGULAMA VE ARAŞTIRMA MERKEZİ,31.05.2017,VAKIF,İSTANBUL,AKTİF
MUDANYA ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,11.03.2022,VAKIF,BURSA,AKTİF
MUDANYA ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,11.03.2022,VAKIF,BURSA,AKTİF
MUDANYA ÜNİVERSİTESİ,"MÜHENDİSLİK, MİMARLIK VE TASARIM FAKÜLTESİ",11.03.2022,VAKIF,BURSA,AKTİF
MUDANYA ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,11.03.2022,VAKIF,BURSA,AKTİF
MUDANYA ÜNİVERSİTESİ,SANAT VE SOSYAL BİLİMLER FAKÜLTESİ,11.03.2022,VAKIF,BURSA,AKTİF
MUDANYA ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,03.08.2022,VAKIF,BURSA,AKTİF
MUDANYA ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,31.08.2022,VAKIF,BURSA,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,AĞIZ VE DİŞ SAĞLIĞI EĞİTİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,01.02.2017,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,DİŞ HEKİMLİĞİ FAKÜLTESİ,26.08.2014,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,ELEKTRONİK VE YAZILIM UYGULAMA VE ARAŞTIRMA MERKEZİ,24.10.2018,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,FEN BİLİMLERİ ENSTİTÜSÜ,07.07.2009,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,FEN-EDEBİYAT FAKÜLTESİ,14.04.2001,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,GÜZEL SANATLAR VE TASARIM FAKÜLTESİ,07.07.2009,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,01.05.2021,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,07.07.2009,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,KENTSEL MEKAN UYGULAMA VE ARAŞTIRMA MERKEZİ,20.06.2018,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,07.07.2009,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,07.07.2009,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,PSİKOLOJİ ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,20.02.2019,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ ENSTİTÜSÜ,07.12.2016,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,10.09.2012,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,SOSYAL BİLİMLER ENSTİTÜSÜ,07.07.2009,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,02.08.2012,VAKIF,KAYSERİ,AKTİF
NUH NACİ YAZGAN ÜNİVERSİTESİ,TIP FAKÜLTESİ,26.08.2014,VAKIF,KAYSERİ,PASİF
