Üniversite,Bölüm/Fakülte,Ücret,burs_oranı,Akademik yıl
ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ - İSTANBUL,İsteğe Bağlı İngilizce Hazırlık Sınıfı; lisans programları için,18400,0,2020
15 KASIM KIBRIS ÜNİVERSİTESİ - KIBRIS,İngilizce Hazırlık Programı,26000,0,2020
15 KASIM KIBRIS ÜNİVERSİTESİ - KIBRIS,Siyasal ve Sosyal Bilimler Fakültesi,28000,0,2020
15 KASIM KIBRIS ÜNİVERSİTESİ - KIBRIS,İletişim Fakültesi,30000,0,2020
15 KASIM KIBRIS ÜNİVERSİTESİ - KIBRIS,ödemelerden %5 KDV alınmaktadır. Öğretim ücretine ek olarak üniversiteye kayıt sırasında 1800 TL kayıt ücreti öde,nan,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Hukuk Fakültesi,52900,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,İşletme Fakültesi,46506,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Eczacılık Fakültesi,52900,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,"İktisadi, İdari ve Sosyal Bilimler Fakültesi",46506,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Mühendislik ve Doğa Bilimleri Fakültesi,46506,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Güzel Sanatlar ve Tasarım Fakültesi,46506,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Uygulamalı Bilimler Fakültesi'ne Bağlı Lisans Programları,46506,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Tıp Fakültesi,80454,0,2020
ALTINBAŞ (İSTANBUL KEMERBURGAZ) ÜNİVERSİTESİ - İSTANBUL,Diş Hekimliği Fakültesi,74704,0,2020
ANKARA BİLİM ÜNİVERSİTESİ - ANKARA,Mühendislik ve Mimarlık Fakültesi,36800,0,2020
ANKARA BİLİM ÜNİVERSİTESİ - ANKARA,Güzel Sanatlar ve Tasarım Fakültesi,34960,0,2020
ANKARA BİLİM ÜNİVERSİTESİ - ANKARA,İnsan ve Toplum Bilimleri Fakültesi,34960,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Tıp Fakültesi için Türkçe ve İngilizce Programı,86000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,"Diş Hekimliği Fakültesi Türkçe ve İngilizce Programı için 86.000 TL,",86000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Eczacılık Fakültesi için Türkçe ve İngilizce Programı,78000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Hukuk Fakültesi için zorunlu hazırlık sınıfı dahil,56500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Sağlık Bilimleri Fakültesinin Fizyoterapi ve Rehabilitasyon Bölümü için zorunlu hazırlık sınıfı dahil,42500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Beslenme ve Diyetetik Bölümü için zorunlu hazırlık sınıfı dahil,41000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Ergoterapi Bölümü Zorunlu Hazırlık Sınıfı Dahil,34000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Dil ve Konuşma Terapisi Bölümü Zorunlu Hazırlık Sınıfı Dahil,34000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Hemşirelik Bölümü Zorunlu Hazırlık Sınıfı Dahil,34000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Ebelik Bölümü Zorunlu Hazırlık Sınıfı Dahil,31500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,İktisadi İdari ve Sosyal Bilimler Fakültesinin Psikoloji Bölümü Türkçe ve İngilizce Programı Zorunlu Hazırlık Sınıfı Dahil,34000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,"Uluslararası Ticaret ve Finansman Bölümü Türkçe ve İngilizce
Programı Zorunlu Hazırlık Sınıfı Dahil",31500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Yönetim Bilişim Sistemleri Bölümü Zorunlu Hazırlık Sınıfı Dahil,31500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Siyasal Bilgiler Fakültesinin Siyaset Bilimi ve Uluslararası İlişkiler Bölümü İngilizce Programı Zorunlu Hazırlık Sınıfı Dahil,31500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Güzel Sanatlar Tasarım ve Mimarlık Fakültesinin Gastronomi ve Mutfak Sanatları Bölümü Zorunlu Hazırlık Sınıfı Dahil,42000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,"Güzel Sanatlar Tasarım ve Mimarlık Fakültesinin İç Mimarlık ve
Çevre Tasarımı Bölümü Zorunlu Hazırlık Sınıfı Dahil",42000,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,İletişim Fakültesinin Tüm Bölümleri Zorunlu Hazırlık Sınıfı Dahil,32200,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,"Tıp Fakültesi Türkçe ve İngilizce Programı Zorunlu Hazırlık Sınıfı
için",56500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Diş Hekimliği Fakültesi Türkçe ve İngilizce Programı Zorunlu Hazırlık Sınıfı için,56500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Eczacılık Fakültesi Türkçe ve İngilizce Programı Zorunlu Hazırlık Sınıfı için,56500,0,2020
ANKARA MEDİPOL ÜNİVERSİTESİ - ANKARA,Bu ücretlere KDV ayrıca ilave edilecektir. İsteğe bağlı hazırlık sınıfı okuyacak öğrenciler yerleştikleri programın ücreti üzerinden %25 indirimli program ücreti ile hazırlık sınıfına kabul edilirler.,nan,0,2020
ATILIM ÜNİVERSİTESİ - ANKARA,Tıp Fakültesi öğretim ücreti,69736,0,2020
ATILIM ÜNİVERSİTESİ - ANKARA,Diğer Tüm Bölümlerimiz için Öğretim Ücreti,47840,0,2020
ATILIM ÜNİVERSİTESİ - ANKARA,"Pilotaj Bölümü için uçuş eğitimi ücreti bu ücrete dahil değildir. Pilotaj Bölümünün burslu programındaki öğrenciler için, uçuş eğitimi ücretinin burs oranı kadarı üniversite tarafından karşılanacaktır",nan,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Psikoloji Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,İç Mimarlık ve Çevre Tasarımı Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Mimarlık Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,İnşaat Mühendisliği Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Beslenme ve Diyetetik Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Çocuk Gelişimi Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Fizyoterapi ve Rehabilitasyon Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Sosyal Hizmet Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Hemşirelik Bölümü,36800,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Sağlık Yönetimi Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Odyoloji Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Spor Bilimleri Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Bilgisayar Mühendisliği Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Elektrik-Elektronik Mühendisliği Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Gıda Mühendisliği Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Makine Mühendisliği Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Gastronomi ve Mutfak Sanatlar Bölümü,32200,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,İngiliz Dili ve Edebiyatı Bölümü,27600,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Türk Dili ve Edebiyatı Bölümü,27600,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Uluslararası İlişkiler Bölümü,27600,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Siyaset Bilimi ve Kamu Yönetimi Bölümü,27600,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Harita Mühendisliği Bölümü,27600,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,Maliye Bölümü,23000,0,2020
AVRASYA ÜNİVERSİTESİ - TRABZON,İşletme Bölümü,23000,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,İngilizce Hazırlık Programı,37720,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Mühendislik Fakültesi,41400,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Ekonomi Bölümü,40480,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,İşletme Bölümü,40480,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Siyaset Bilimi ve Uluslararası İlişkiler Bölümü,40480,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Psikoloji Bölümü,42320,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Turizm ve Otel İşletmeciliği Bölümü,40480,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Gastronomi ve Mutfak Sanatları Bölümü,43240,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Güzel Sanatlar ve Mimarlık Fakültesi,45080,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Hukuk Fakültesi,51060,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Diş Hekimliği Fakültesi,75440,0,2020
ANTALYA BİLİM ÜNİVERSİTESİ - ANTALYA,Sağlık Bilimleri Fakültesi,42320,0,2020
ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ - KIBRIS,Sanat Fakültesi,39000,0,2020
ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ - KIBRIS,Tasarım Fakültesi,39000,0,2020
ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ - KIBRIS,İletişim Fakültesi,39000,0,2020
ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ - KIBRIS,İngilizce Hazırlık Okulu,39000,0,2020
ARKIN YARATICI SANATLAR VE TASARIM ÜNİVERSİTESİ - KIBRIS,"Bu ücretlere % 5 KDV dahil değildir. Yerleşen tüm öğrencilerin yılda bir kez güz döneminde ödenen 3000TL kayıt (%
5 KDV dahil) ücretini ödemesi gerekmektedir.",nan,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,Tıp Fakültesi,68080,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,Diş Hekimliği Fakültesi,68080,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,Eczacılık Fakültesi,58880,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,Mühendislik Fakültesi,47840,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,Hukuk Fakültesi,47840,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi Mimarlık Bölümü",47840,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,Bu Fakültelerin dışında kalan bütün lisans programları,44160,0,2020
BAŞKENT ÜNİVERSİTESİ - ANKARA,İngilizce Hazırlık Programı,36800,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Tıp Fakültesi Programı,109434,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Diş Hekimliği Fakültesi Programı,100179,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Mühendislik ve Doğa Bilimleri Fakültesi,67795,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Mimarlık Fakültesi,67795,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Hukuk Fakültesi Programı,70840,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,İletişim Fakültesi,63976,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,İktisadi İdari ve Sosyal Bilimler Fakültesi,65025,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Yabancı Diller Y.O zorunlu ve isteğe bağlı İngilizce Hazırlık Program,65025,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Eğitim Fakültesi,62818,0,2020
BAHÇEŞEHİR ÜNİVERSİTESİ - İSTANBUL,Sağlık Bilimleri Fakültesi,62818,0,2020
BEYKENT ÜNİVERSİTESİ - İSTANBUL,Hukuk Fakültesi,451609,0,2020
BEYKENT ÜNİVERSİTESİ - İSTANBUL,Psikoloji Bölümü,398479,0,2020
BEYKENT ÜNİVERSİTESİ - İSTANBUL,Tıp Fakültesi,876649,0,2020
BEYKENT ÜNİVERSİTESİ - İSTANBUL,Diş Hekimliği Fakültesi,876649,0,2020
BEYKENT ÜNİVERSİTESİ - İSTANBUL,Diğer Tüm Lisans Programları,336876,0,2020
BEYKENT ÜNİVERSİTESİ - İSTANBUL,Yabancı Dil Hazırlık Programı,336876,0,2020
ÇANKAYA ÜNİVERSİTESİ - ANKARA,Tüm Bölümler,473800,0,2020
ÇAĞ ÜNİVERSİTESİ - İÇEL MERSİN,Tüm Lisans Bölümleri,33296,0,2020
ÇAĞ ÜNİVERSİTESİ - İÇEL MERSİN,Zorunlu Hazırlık Sınıfı,33296,0,2020
DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Türkçe ve İngilizce Lisans programları,3506,0,2020
DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Hukuk Fakültesi,39680,0,2020
DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),Psikoloji Bölümünde (Türkçe ve İngilizce),37191,0,2020
DOĞUŞ ÜNİVERSİTESİ (İSTANBUL),İngilizce Hazırlık - Lisans,3506,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,Tıp Fakültesi ve Diş Hekimliği Fakültesi,61960,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,Eczacılık Fakültesi,40720,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,Hukuk Fakültesi ve Sağlık Bilimleri Fakültesi'nin Beslenme ve Diyetetik ile Fizyoterapi ve Rehabilitasyon programları,37180,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,"Fen ve Edebiyat Fakültesi'nin Psikoloji (Türkçe) ve Psikoloji
(İngilizce) Programları",34530,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,"Eğitim Fakültesi, Mühendislik Fakültesi, Mimarlık Fakültesi",33190,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,Sağlık Bilimleri Fakültesi'nin Hemşirelik,31880,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,Fen ve Edebiyat Fakültesi'nin diğer programları ile Sağlık Bilimleri Fakültesinin diğer bölümleri,24440,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,Diğer lisans programları,26470,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,İngilizce Hazırlık Okulu,26470,0,2020
DOĞU AKDENİZ ÜNİVERSİTESİ- KIBRIS,"Belirtilen öğrenim ücretlerine %5 KDV tutarı, Öğrenci Hizmetleri Fonu için dönemlik 825 TL ve Hazırlık Okulu için dönemlik 900TL kitap ücreti dahil değildir",nan,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Edebiyat Fakültesi; Psikoloji,49680,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Tarih Bölümü ile Türk Dili ve Edebiyatı Bölümü,39376,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Eğitim Fakültesi; Arapça Öğretmenliği,37076,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Okul Öncesi Öğretmenliği,45356,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Rehberlik ve Psikolojik Danışmanlık Programı ile Türkçe Öğretmenliği,41768,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Güzel Sanatlar Fakültesi; Geleneksel Türk Sanatları,23000,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Grafik Tasarımı,34040,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Hukuk Fakültesi,45356,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,İslami İlimler Fakültesi,34040,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesi; İç Mimarlık ile Mimarlık,40480,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,"Mühendislik Fakültesi; Bilgisayar Mühendisliği , Elektrik Elektronik Mühendisliği ile İnşaat Mühendisliği",39836,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Biyomedikal Mühendisliği,23000,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Güzel Sanatlar Meslek Yüksekokulu; Mimari Restorasyon,23000,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Ambalaj Tasarımı Programı,20700,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Çocuk Gelişimi Programı II. Öğretimi,20976,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,"Eğitim Fakültesi , FenEdebiyat Fakültesi'nin Psikoloji (İngilizce),
Sağlık Bilimleri Fakültesi'nin Fizyoterapi ve Rehabilitasyon, Beslenme ve Diyetetik , Turizm ve Otel İşletmeciliği Yüksekokulu'nun Gastronomi ve Mutfak Sanatları ve Sağlık",23920,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Engelli Destek Programı,20700,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Hazırlık Sınıfı,41304,0,2020
FATİH SULTAN MEHMET ÜNİVERSİTESİ,Arapça Hazırlık,27600,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,Diş Hekimliği Fakültesi,45900,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,Hukuk Fakültesi,29900,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,"(İngilizce), Sağlık Bilimleri Fakültesi'nin Fizyoterapi ve Rehabilitasyon programları, Beslenme ve Diyetetik programları, Turizm ve Otel İşletmeciliği Yüksekokulu'nun Gastronomi ve Mutfak Sanatları programı ve Sağlık Yüksekokulu'nun Hemşirelik
(Fİenng-iElidzceeb)iypartogFraakmülltaersıi'nin Psikoloji (Türkçe) ve Sağlık",24900,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,Yüksekokulu'nun Hemşirelik (Türkçe) programları,26900,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,Diğer lisans (4 yıllık) programları,22900,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,Hazırlık Okulu eğitim ücreti (hazırlık kitapları dahil),24900,0,2020
LEFKE AVRUPA ÜNİVERSİTESİ,"Belirtilen eğitim ücretlerine Kayıt ve Öğrenci Etkinlikleri Fonu olan do¨nemlik 1,100 TL ve %5 KDV eklenecektir.",nan,0,2020
MALTEPE ÜNİVERSİTESİ,Hazırlık Sınıfı,40296,0,2020
MALTEPE ÜNİVERSİTESİ,Eğitim Fakültesinin; Okul Öncesi Öğretmenliği,44620,0,2020
MALTEPE ÜNİVERSİTESİ,Rehberlik ve Psikolojik Danışmanlık (Türkçe ve İngilizce) Bölümü,41400,0,2020
MALTEPE ÜNİVERSİTESİ,Özel Eğitim Öğretmenliği,40296,0,2020
MALTEPE ÜNİVERSİTESİ,İlköğretim Matematik Öğretmenliği,37536,0,2020
MALTEPE ÜNİVERSİTESİ,Güzel Sanatlar Fakültesinin Gastronomi ve Mutfak Sanatları,38916,0,2020
MALTEPE ÜNİVERSİTESİ,İngilizce Öğretmenliği,38518,0,2020
MALTEPE ÜNİVERSİTESİ,"Çizgi Film ve Animasyon, Grafik Tasarımı, Sahne Sanatları Bölümü",35880,0,2020
MALTEPE ÜNİVERSİTESİ,Hukuk Fakültesi,50600,0,2020
MALTEPE ÜNİVERSİTESİ,İşletme ve Yönetim Bilimleri Fakültesinin tüm bölümleri,43056,0,2020
MALTEPE ÜNİVERSİTESİ,İletişim Fakültesinin Gazetecilik Bölümü ve diğer tümr bölümler  is,397440039744,0,2020
MALTEPE ÜNİVERSİTESİ,İnsan ve Toplum Bilimleri Fakültesinin; Felsefe Bölümü,43056,0,2020
MALTEPE ÜNİVERSİTESİ,Sosyal Hizmet,42320,0,2020
MALTEPE ÜNİVERSİTESİ,Sosyoloji (Türkçe ve İngilizce),40296,0,2020
MALTEPE ÜNİVERSİTESİ,Psikoloji (Türkçe ve İngilizce),44344,0,2020
MALTEPE ÜNİVERSİTESİ,Mimarlık ve Tasarım Fakültesinin; Gemi ve Yat Tasarımı,46092,0,2020
MALTEPE ÜNİVERSİTESİ,İç Mimarlık,45632,0,2020
MALTEPE ÜNİVERSİTESİ,Mimarlık (Türkçe ve İngilizce),47380,0,2020
MALTEPE ÜNİVERSİTESİ,Mühendislik ve Doğa Bilimleri Fakültesinin tüm bölümleri,45632,0,2020
MALTEPE ÜNİVERSİTESİ,Tıp Fakültesi (Türkçe ve İngilizce),70932,0,2020
MALTEPE ÜNİVERSİTESİ,Hemşirelik Yüksekokulu,29891,0,2020
MALTEPE ÜNİVERSİTESİ,Konservatuvar,36708,0,2020
TOBB,Tıp Fakültesi,6822,0,2020
TOBB,Diğer bütün lisans bölümleri,4874,0,2020
TÜRK HAVA KURUMU,Hava Ulaştırma Fakültesi Bölümleri,386,0,2020
TÜRK HAVA KURUMU,Havacılık ve Uzay Bilimleri Fakültesi ve Mühendislik Fakültesi Bölü,386,0,2020
TÜRK HAVA KURUMU,İşletme Fakültesi Bölümleri,368,0,2020
TÜRK HAVA KURUMU,İngilizce Hazırlık Programı,386,0,2020
TÜRK HAVA KURUMU,"Pilot Eğitimi lisans programında yıllık öğrenim ücretine ek olarak, lisans öğreniminin 1.inci, 2. nci, 3. üncü ve 4. üncü sınıflarında her dönem başında (Güz/Bahar) olmak üzere 8 eşit taksitte uçuş eğitim ücretini öderler. 2020- 2021 eğitim-öğretim yılı için Üniversitemiz tarafından belirlenen Uçuş Eğitim ücreti KDV dahil 70.000 ABD
Dolarıdır. Bu ücretlere %8 KDV dâhildir.",nan,0,2020
TED,Tüm lisans programları,43700,0,2020
TOROS ÜNİVERSİTESİ,Mühendislik Fakültesi,35926,0,2020
TOROS ÜNİVERSİTESİ,"Güzel Sanatlar, Tasarım ve Mimarlık Fakültesi",35926,0,2020
TOROS ÜNİVERSİTESİ,İktisadi İdari ve Sosyal Bilimler Fakültesi Psikoloji Bölümü,35926,0,2020
TOROS ÜNİVERSİTESİ,"İşletme, Uluslararası Finans ve Bankacılık ile Uluslararası Ticaret
ve Lojistik Bölümleri",32269,0,2020
TOROS ÜNİVERSİTESİ,Sağlık Yönetimi Bölümü,32269,0,2020
TOROS ÜNİVERSİTESİ,Hemşirelik Bölümü,26496,0,2020
TOROS ÜNİVERSİTESİ,Beslenme ve Diyetetik bölümü,35926,0,2020
TOROS ÜNİVERSİTESİ,"Yabancı Diller Yüksekokulu MütercimTercümanlık (İngilizce)
bölümü",32269,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Yabancı Dil Hazırlık,29440,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Hukuk Fakültesi,41400,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Sağlık Bilimleri Fakültesi Beslenme ve Diyetetik Bölümü,29440,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Fizyoterapi ve Rehabilitasyon Bölümü,29440,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,"İktisadi, İdari ve Sosyal Bilimler Fakültesi",29440,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Eğitim Fakültesi,29440,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,İletişim Fakültesi,29440,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Güzel Sanatlar ve Mimarlık Fakültesi,30360,0,2020
HASAN KALYONCU ÜNİVERSİTESİ - GAZİANTEP,Mühendislik Fakültesi,29440,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,İngilizce Hazırlık,26000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,İşletme Fakültesi,26000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,İletişim Fakültesi,26000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Siyasal Bilimler Fakültesi,26000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Sağlık Bilimleri Fakültesi,27000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Mühendislik Fakültesi,31000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Mimarlık Tasarım ve Güzel Sanatlar Fakültesi,31000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Beşeri Bilimler Fakültesi,31000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Eğitim Fakültesi,30000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Hukuk Fakültesi,35000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Eczacılık Fakültesi,44000,0,2020
GİRNE AMERİKAN ÜNİVERSİTESİ- KIBRIS,Pilotaj  Bölümü,40000,0,2020
Girne Üniversitesi-Kıbrıs,Pilotaj  Bölümü,59300,0,2020
Girne Üniversitesi-Kıbrıs,Uçak Mühendisliği,41300,0,2020
Girne Üniversitesi-Kıbrıs,Tıp Fakültesi,75500,0,2020
Girne Üniversitesi-Kıbrıs,Diş Hekimliği Fakültesi,62000,0,2020
Girne Üniversitesi-Kıbrıs,Hukuk Fakültesi,33000,0,2020
Girne Üniversitesi-Kıbrıs,Hemşirelik Bölümü,30600,0,2020
Girne Üniversitesi-Kıbrıs,Tıp Fakültesi,75500,0,2020
Girne Üniversitesi-Kıbrıs,Pilotaj  Bölümü (İngilizce hazırlık ),41300,0,2020
HALİÇ ÜNİVERSİTESİ - KIBRIS,Hazırlık (zorunlu),35400,0,2020
HALİÇ ÜNİVERSİTESİ - KIBRIS,Hazırlık (isteğe bağlı),35400,0,2020
HALİÇ ÜNİVERSİTESİ - KIBRIS,Tıp Fakültesi,92000,0,2020
